NOMBRE DE PROVEEDOR,ESPECIALIDAD,SUBESPECIALIDAD,PUEBLO,TELEFONO,DIRECCIÌÒN FÌçSICA,Contry,Location
"San CristÌ_bal Anesthesia, CSP",AnestesiÌ_logo,,Ponce,787-842-2300,"Hospital San Cristobal 
Carr RR 506
Ponce, PR 00780",Puerto Rico,"Ponce, Puerto Rico
(18.011650011000427, -66.61441997899965)"
Mairamandy JimÌ©nez LÌ_pez,Generalista ,Acupuntor,BayamÌ_n,787-787-3268,"Hosp. HIMA San Pablo
Edif. Arturo Cadilla #208
BayamÌ_n PR  00960",Puerto Rico,"Bayam&oacute;n, Puerto Rico
"
Caribbean Neuroradiology Services Inc ,RadiÌ_logo,,Ponce ,787-841-1730,"2053 Ponce by Pass Suite 103
Edificio Centro Caribe 
Ponce, PR 00717 
San Jorge Professional Mail 
Ste 104 #610 Damas St.
Ponce, PR 00717",Puerto Rico,"Ponce, Puerto Rico
(18.011650011000427, -66.61441997899965)"
Centro OrtopÌ©dico Integrado ,Ortopeda ,,Ponce,787-841-3501,"Zona Industrial Reparto II
Calle Luis Salas 3696
Ponce, PR 00733",Puerto Rico,"Ponce, Puerto Rico
(18.011650011000427, -66.61441997899965)"
Southwestern Radiology Services PSC,RadiÌ_logo,,Vega Baja ,787-807-0900,"Urb. Villa Real 
Marginal D-10 Carr #2 
Vega Baja, PR 00693",Puerto Rico,"Vega Baja, Puerto Rico
(18.446009992000427, -66.38754999999964)"
Roberto RodrÌ_guez VÌ©lez,RadiÌ_logo,InterpretaciÌ_n,San Juan,787-748-8729,"Hospital Santa Rosa 
Dept Radiologia 
Guayama, PR 00784",Puerto Rico,"San Juan, Puerto Rico
(18.46632997800043, -66.10474000399967)"
Advance Digital Image Corp ,RadiÌ_logo,,San SebastiÌÁn,787-896-8817,"Carr 111 Km. 15.7 
Bo. Hato Arriba 
San Sebastian, PR 00685",Puerto Rico,"San Sebasti&aacute;n, Puerto Rico
"
Luis G. Avevedo Lazzarini,Ortopeda,,Aguadilla,787-819-4900,"Calle Corchado #26
Aguadilla PR  00603",Puerto Rico,"Aguadilla, Puerto Rico
(18.434599981000474, -67.15518999199963)"
CT Radiology Complex,RadiÌ_logo,ProducciÌ_n e InterpretaciÌ_n,BayamÌ_n,787-780-9069,"Carr. #2 Km 11.7 #1815
Al lado Hosp. Hnos MelÌ©ndez
BayamÌ_n PR  00959",Puerto Rico,"Bayam&oacute;n, Puerto Rico
"
"MRI Center, Inc.",RadiÌ_logo,,BayamÌ_n,787-780-9069,"#1815 Carr. #2 Km 11.7
BayamÌ_n PR  00960",Puerto Rico,"Bayam&oacute;n, Puerto Rico
"
Eric QuiÌ±ones Medina,Generalista,,Moca,787-818-1255,"Professional Building Calle Pedro Santos #69 Suite #7
Moca PR  00676",Puerto Rico,"Moca, Puerto Rico
(18.394929981000473, -67.11367998199967)"
RadiologÌ_a del Turabo CSP DBA Quadrangle Imaging Center ,RadiÌ_logo,,Caguas,"787-746-1688
787-7461610","50 Ave. Luis MuÌ±oz MarÌ_n
Caguas PR  00725",Puerto Rico,"Caguas, Puerto Rico
(18.226539990000447, -66.03746001999963)"
Universally Trained Emergency Physicians PSC,Generalista ,,Juncos ,787-850-2700,"Hospital Ryder 
Sala de Emergencias 
Humacao, PR 00791",Puerto Rico,"Juncos, Puerto Rico
(18.22783997600044, -65.92472001699963)"
Universally Trained Emergency Physicians PSC,EmergenciÌ_logo,,Juncos ,787-850-2700,"Hospital Ryder 
Sala de Emergencias 
Humacao, PR 00791",Puerto Rico,"Juncos, Puerto Rico
(18.22783997600044, -65.92472001699963)"
Cardiovascular Radiology Institute ,RadiÌ_logo,,Santurce,787-268-1015,"611 Calle Manuel Pavia 
Suite 113
Santurce, PR 00910",Puerto Rico,"Santurce, Puerto Rico
(18.454699983000467, -66.06458000699962)"
ElfrÌ©n F. RÌ_os Santiago ,MÌ©dico de Familia,Acupuntor,Dorado,787-796-6154,"Calle MÌ©ndez Vigo #275
Dorado PR  00646",Puerto Rico,"Dorado, Puerto Rico
(18.459459982000453, -66.26256000899963)"
RPC Orthopedics PSC,Ortopeda ,,MayagÌ_ez,787-833-6893,"1065 Ave. Corazones Suite 102
MayagÌ_ez PR  00680",Puerto Rico,"Mayag&uuml;ez, Puerto Rico
"
Centro RadiolÌ_gico de Vega Baja Inc ,RadiÌ_logo,,Vega Baja ,787-855-2687,"3998 Carr #2
Vega Baja, PR 00693",Puerto Rico,"Vega Baja, Puerto Rico
(18.446009992000427, -66.38754999999964)"
Anelys Torres Rivera ,Fisiatra,,RÌ_o Piedras,787-766-3333,"Calle ParanÌÁ #1672
El Cerezal 
RÌ_o Piedras PR  00926",Puerto Rico,"R&iacute;o Piedras, Puerto Rico
"
ClÌ_nica de Medicina Deportiva del Caribe Inc ,Terapia,FÌ_sica y Fisiatra,Santurce,787-723-4857,"Calle Del Parque #110
Edif. Balmoral 
Santurce, PR 00911",Puerto Rico,"Santurce, Puerto Rico
(18.454699983000467, -66.06458000699962)"
ClÌ_nica de Medicina Deportiva del Caribe Inc ,MÌ©dico de Familia,,Santurce,787-723-4857,"Calle Del Parque #110
Edif. Balmoral 
Santurce, PR 00911",Puerto Rico,"Santurce, Puerto Rico
(18.454699983000467, -66.06458000699962)"
Maritza Loinaz Rivera ,Ortopeda ,,"BayamÌ_n
Caguas","787-740-5151
787-961-0091","Edif. MÌ©dico Hermanos DÌÁvila
Urb. Villa Rica Suite 2052
BayamÌ_n PR  00960
Centro Comercial Los Prados 
Suite E
Caguas, PR 00725",Puerto Rico,"Bayam&oacute;n Caguas, Puerto Rico
"
Advanced Physical Therapy Inc..,Terapia,"FÌ_sica, Ocupacional y Habla ",Guayama,787-219-7866,"Calle JosÌ© I. QuintÌ_n #94
Coamo, PR 00769",Puerto Rico,"Guayama, Puerto Rico
(17.985200020000434, -66.11315001099962)"
Miguel E. Arroyo Ramos ,Fisiatra ,,San Juan ,"787-274-0337
787-777-1017","Cond. Torre SaN Francisco 
Suite 206
Calle De Diego 369 
San Juan, PR 00923
Edif Winston Churcill Suite 203
200 Ave. Winston Churchill  
San Juan, PR 00926",Puerto Rico,"San Juan, Puerto Rico
(18.46632997800043, -66.10474000399967)"
Joanne GonzÌÁlez Feliciano ,Fisiatra ,,"San Sebastian
Moca","787-896-4080
787-877-1213","109 Pavia FernÌÁndez 
San Sebastian, PR 00685
Carr 110 Km. 12.8 Puebla 
Moca, PR 00676",Puerto Rico,"San Sebastian Moca, Puerto Rico
(18.394929981000473, -67.11367998199967)"
"Aguadilla Medical Services, Inc.",RadiÌ_logo,,Aguadilla,787-882-0303,"Carr. #2 Km 129.3
Bo. Victoria
Aguadilla PR  00603",Puerto Rico,"Aguadilla, Puerto Rico
(18.434599981000474, -67.15518999199963)"
Sunset Imaging PSC DBA West Open MRI & Radiology Services ,RadiÌ_logo,ProducciÌ_n e InterpretaciÌ_n,MayagÌ_ez,787-806-2900,"975 Ave. Hostos Mayaguez Medical Mall 
Suite 2220
Mayaguez, PR 00680",Puerto Rico,"Mayag&uuml;ez, Puerto Rico
"
"Frontera, ColÌ_n, SuÌÁrez, RadiÌ_logos PSC",RadiÌ_logo,ProducciÌ_n e InterpretaciÌ_n,MayagÌ_ez,787-831-5922,"Edif. Medico Profesional 
1065 Ave. Corazones Ofic. 110
Mayaguez, PR 00681",Puerto Rico,"Mayag&uuml;ez, Puerto Rico
"
Front Sight Anesthesia ,AnestesiÌ_logo,,Aguadilla,787-997-0815,"Hospital Buen Samaritano 
Tercer Piso Oficina 330
Aguadilla, PR 00603",Puerto Rico,"Aguadilla, Puerto Rico
(18.434599981000474, -67.15518999199963)"
Physical Medicine Consultant,Fisiatra,Terapia FÌ_sica,Luquillo,787-889-6012,"Playa Azul Center Localm #4 (Cerca Subway) Carr 193 Km1.0 
Luquillo, PR 00773",Puerto Rico,"Luquillo, Puerto Rico
(18.37668998200047, -65.71652000999967)"
"Zabala MelÌ©ndez Radiology, PSC",RadiÌ_logo,,San Juan ,787-705-8675,"No. 103 Piso 4 C/ Isabel Andrew Aguilar 
Hato Rey, PR 00918",Puerto Rico,"San Juan, Puerto Rico
(18.46632997800043, -66.10474000399967)"
"Grupo Fisiatrico Y Terapia FÌ_sica, CSP",Fisiatra ,,MayagÌ_ez,"787-834-3838
787892-3315","Mayaguez Therapy- C/ Peral #36 
Mayaguez, PR 00680
San GermÌÁn Therapy- C/HernÌÁn Alvarez #100, Cond. Plaza Metropolitana Suite 101
San GermÌÁn, PR 00683",Puerto Rico,"Mayag&uuml;ez, Puerto Rico
"
Jorge Padilla RodrÌ_guez ,Fisiatra,,Cabo Rojo,787-255-2445,"Calle Brau #22 Esquina Carbonell 
Cabo Rojo, PR 00623",Puerto Rico,"Cabo Rojo, Puerto Rico
(18.088200019000453, -67.14688998899965)"
Gisela Rodriguez Ruiz ,Terapia ,Fisica ,Isabela,787-463-1060,"Isabela Professional Building 
Suite 102 Bo. Arenales Bajas 
Isabela, PR 00662",Puerto Rico,"Isabela, Puerto Rico
(18.501219988000457, -67.02111999699963)"
Centro FisiÌÁtrico del Oeste CSP,Terapia ,FÌ_sica y Fisiatra,MayagÌ_ez,787-265-0255,"Ave. Hostos #357
Office Park II Suite 205 
MayagÌ_ez, PR 00680",Puerto Rico,"Mayag&uuml;ez, Puerto Rico
"
Ivette L. Cruz Rivera ,Fisiatra,Terapia FÌ_sica,San GermÌÁn,787-892-3513,"Ctro Serv Terapeutico  
Bo. Sabana Yegua 116 Km. 1.8
Lajas, PR 00667",Puerto Rico,"San Germ&aacute;n, Puerto Rico
"
Grupo FisiÌÁtrico de Carolina ,Fisiatra ,Terapia FÌ_sica,Carolina,787-762-1319,"Valle Arriba Heights
BH-11 Ave. Monserrate
Carolina PR  00979",Puerto Rico,"Carolina, Puerto Rico
(18.442839984000443, -66.02399001499964)"
"Southern Health Care Group, Inc. ",Generalista ,,Guayama,787-866-1212,"Calle 3 #80 Sur
Guayama PR  00784
(tiene 3 direcciones mÌÁs)",Puerto Rico,"Guayama, Puerto Rico
(17.985200020000434, -66.11315001099962)"
"Southern Health Care Group, Inc. ",Internista,,Guayama,787-866-1212,"Calle 3 #80 Sur
Guayama PR  00784",Puerto Rico,"Guayama, Puerto Rico
(17.985200020000434, -66.11315001099962)"
"Southern Health Care Group, Inc. ",CardiÌ_logo,,Guayama,787-866-1212,"Calle 3 #80 Sur
Guayama PR  00784",Puerto Rico,"Guayama, Puerto Rico
(17.985200020000434, -66.11315001099962)"
Montehiedra CT & MRI Center LLC,RadiÌ_logo,,San Juan ,787-708-5000,"Montehiedra Town Center 
Suite 205
San Juan, PR 00926",Puerto Rico,"San Juan, Puerto Rico
(18.46632997800043, -66.10474000399967)"
Pablo BÌÁez Chao ,Fisiatra ,,Hatillo,787-758-9510,"Carr 129 
Hatillo, PR 00659",Puerto Rico,"Hatillo, Puerto Rico
(18.483049984000445, -66.82282999899962)"
Joanne Rios Corujo ,Terapia,Fisica ,CataÌ±o,787-788-0833,"Centro Terapia FÌ_sica de CataÌ±o
Calle Isidra Rodriguez #6
CataÌ±o, PR 00962",Puerto Rico,"Cata&ntilde;o, Puerto Rico
"
IvÌÁn G. MartÌ_nez Deliz ,Fisiatra,,MayagÌ_ez,787-834-5640,"Ave. Corazones #1065
Ofic. 107-108
MayagÌ_ez PR  00680",Puerto Rico,"Mayag&uuml;ez, Puerto Rico
"
ClÌ_nica de Terapia FÌ_sica Expreso Inc..,Terapia ,FÌ_sica,Trujillo Alto,787-860-8405,"Coop Ciudad Univ
Ave. Periferal Edif A Apt 610
Trujillo Alto, PR 00976",Puerto Rico,"Trujillo Alto, Puerto Rico
(18.35556997800046, -66.00495002199966)"
Luz RodrÌ_guez Vargas,Generalista,,Vega Baja,787-858-0303,"Carr. #686 Km 9.5 Bo. Yeguada Sector Puerto Nuevo
Vega Baja PR  00693",Puerto Rico,"Vega Baja, Puerto Rico
(18.446009992000427, -66.38754999999964)"
Javier RÌ_os Montoya,Fisiatra,,Carolina,787-786-7000,"Ext. El Comandante #399
Ave. San Marcos
Carolina PR  00982",Puerto Rico,"Carolina, Puerto Rico
(18.442839984000443, -66.02399001499964)"
Harry Alverio Rodriguez ,Fisiatra ,Terapia FÌ_sica ,Carolina,787-762-3572,"Centro T. F Campo Rico 
GO-5 Country Club 
Carolina, PR 00983",Puerto Rico,"Carolina, Puerto Rico
(18.442839984000443, -66.02399001499964)"
Doris R. PÌ©rez Ortiz ,Fisiatra ,,BayamÌ_n,787-266-2035,"Ave. MuÌ±oz Rivera #33 (Bajos)
Yabucoa, PR  00767",Puerto Rico,"Bayam&oacute;n, Puerto Rico
"
Arlia Rios Lluveras ,Pediatra,,BayamÌ_n,787-799-4022,"Ave. Las Cumbres AA-44 Rexville 
BayamÌ_n, PR 00957",Puerto Rico,"Bayam&oacute;n, Puerto Rico
"
Arlia Rios Lluveras ,Generalista,,BayamÌ_n,787-799-4022,"Ave. Las Cumbres AA-44 Rexville 
BayamÌ_n, PR 00958",Puerto Rico,"Bayam&oacute;n, Puerto Rico
"
Elvin J. Siverio Casanova ,QuiroprÌÁctico,,San Juan ,787-764-5879,"1566 Bori, Urb. Caribe 
San Juan, PR 00927",Puerto Rico,"San Juan, Puerto Rico
(18.46632997800043, -66.10474000399967)"
Diego J. ColÌ_n Rodriguez,Generalista ,,CanÌ_vanas,787-256-4541,"Local AA-8 LoÌ_za Valley Mall 
Canovanas, PR 00729",Puerto Rico,"Can&oacute;vanas, Puerto Rico
"
Evelyn Santos Ortiz ,Terapia ,FÌ_sica,LoÌ_za,787-886-3399,"Calle San Patricio #61
LoÌ_za, PR 00772",Puerto Rico,"Lo&iacute;za, Puerto Rico
"
Escorial MRI &Imaging ,RadiÌ_logo,,Carolina,787-710-7385,"Suite 170, Escorial Oficce Building One
Ave. Parque Sur #1400
Carolina PR  00937",Puerto Rico,"Carolina, Puerto Rico
(18.442839984000443, -66.02399001499964)"
Jorge A. PÌ©rez VÌ©lez ,AnestesiÌ_logo,,RÌ_o Piedras,787-281-6492,"Hospital OncolÌ_gico
Centro MÌ©dico 3er Piso
Rio Piedras PR  00745",Puerto Rico,"R&iacute;o Piedras, Puerto Rico
"
NorthShore Imaging Services ,RadiÌ_logo,,Hatillo,787-820-1667,"Carr. #2 Km 86.1
Calle Marginal
Hatillo PR  00659",Puerto Rico,"Hatillo, Puerto Rico
(18.483049984000445, -66.82282999899962)"
Yezenia I. Vargas RoldÌÁn,Terapia,FÌ_sica,San Sebastian,787-896-4080,"Calle Pavia FernÌÁndez #109
San SebastiÌÁn PR  00685",Puerto Rico,"San Sebastian, Puerto Rico
(18.336829986000453, -66.99013998899966)"
Medicina FÌ_sica y RehabilitaciÌ_n del Norte Inc. ,Fisiatra ,Terapia FÌ_sica,Arecibo,787-880-7411,"Arecibo Medical Center
Ofic. 106 (al lado Plaza AtlÌÁntico)
Arecibo PR  00613",Puerto Rico,"Arecibo, Puerto Rico
(18.47238998600045, -66.71972999299965)"
Modern Radiology PSC,RadiÌ_logo,,Ponce,787-840-6344,"9176 Calle Marina 
Ponce, PR 00717",Puerto Rico,"Ponce, Puerto Rico
(18.011650011000427, -66.61441997899965)"
HÌ©ctor RenÌ© Aponte Rivera ,GinecÌ_logo,Obstetra,Ponce,787-844-4315,"Urb. Vista Alegre 
Paseos Las Colinas 1675
Ponce, PR 00731",Puerto Rico,"Ponce, Puerto Rico
(18.011650011000427, -66.61441997899965)"
Enrico G. Sartori Bazzano ,NeurÌ_logo,Evaluador,San Juan,787-274-1717,"Capital Center Building 
239 Aterial Hostos Suite 603
San Juan, PR 00918",Puerto Rico,"San Juan, Puerto Rico
(18.46632997800043, -66.10474000399967)"
Normando G. DurÌÁn GuzmÌÁn ,Cirujano ,General,MayagÌ_ez,787-832-0454,"351 Hostos Suite 209
Medical Emporium
MayagÌ_ez, PR 00680",Puerto Rico,"Mayag&uuml;ez, Puerto Rico
"
"Nelson ColÌ_n MD, PSC",Fisiatra,Terapia FÌ_sica,San Juan,787-977-4383,"1801 Santurce Medical Mall 
Suite 312 Ave. Ponce de LeÌ_n
San Juan, PR 00909",Puerto Rico,"San Juan, Puerto Rico
(18.46632997800043, -66.10474000399967)"
"MJ Therapy Services, Corp ",Terapia ,FÌ_sica ,BayamÌ_n,787-251-5533,"Carr 863 Km 2.2 
Bo. Pajaros 
Toa Baja, PR 00949",Puerto Rico,"Bayam&oacute;n, Puerto Rico
"
"Lugo Torres Services Terapeuticos, CSP",Terapia ,FÌ_sica ,Aguadilla,787-826-3606,"Bo. Daguey Carr 404
Km 0.3 Carr 124 
AÌ±asco, PR 610",Puerto Rico,"Aguadilla, Puerto Rico
(18.434599981000474, -67.15518999199963)"
"Iturregui Rehab Center, CSP",Terapia ,FÌ_sica ,San Juan ,787-757-2146,"Santurce Medical Mall 
Suite 312
Ave. Ponce de LeÌ_n 1801 
San Juan, PR 00909",Puerto Rico,"San Juan, Puerto Rico
(18.46632997800043, -66.10474000399967)"
Armando Riega Troya ,MÌ©dico de Familia,Acupuntor,Villalba,787-847-1030,"Urb. Las Londras 
Carr.149 Km. 58.9
Villalba, PR 00766",Puerto Rico,"Villalba, Puerto Rico
(18.128250011000432, -66.49427999899962)"
"Western Orthopedics Services, PSC ",Ortopeda ,Cirujano,Aguadilla,787-882-4793,"Ave. ConcepciÌ_n Vera Ayala 550
Moca, PR 00676
Ave. #2 Km 129.3 Aguadilla, PR 00603",Puerto Rico,"Aguadilla, Puerto Rico
(18.434599981000474, -67.15518999199963)"
Centro de RehabilitaciÌ_n La MontaÌ±a,Terapia ,FÌ_sica,ManatÌ_,787-884-8923,"Urb. Atenas Marginal
Elliot VÌ©lez J-20
ManatÌ_ PR  006747",Puerto Rico,"Manat&iacute;, Puerto Rico
"
Centro Terapia FÌ_sica y ElectrodiagnÌ_stico,Fisiatra ,,Aguada,787-877-3466,"Hosp. San Carlos
ConcepciÌ_n Vera Ayala #550
Moca PR  00676",Puerto Rico,"Aguada, Puerto Rico
(18.38036997800043, -67.18917997599965)"
Demadi PSC,RadiÌ_logo,,San Juan ,787-630-0094,"249 Arterial Hostos 
Hato Rey, PR 00917",Puerto Rico,"San Juan, Puerto Rico
(18.46632997800043, -66.10474000399967)"
Omar GÌ_mez Medina ,Fisiatra,,Trujillo Alto,787-798-3967,"ClÌ_nica Terapia FÌ_sica Expreso
Coop. Universitaria
Trujillo Alto PR  00976",Puerto Rico,"Trujillo Alto, Puerto Rico
(18.35556997800046, -66.00495002199966)"
San GermÌÁn X-Ray & Body Imaging Center ,RadiÌ_logo,,San GermÌÁn,787-892-5030,"Calle Dr. Veve #343
San GermÌÁn PR  00683",Puerto Rico,"San Germ&aacute;n, Puerto Rico
"
"Centro Terapia FÌ_sica Renacer, CSP",Terapia ,FÌ_sica ,Arecibo,787-817-0979,"Carr 129 Arecibo-Lares 
Bo. Campo Alegre 
Hatillo, PR 00659",Puerto Rico,"Arecibo, Puerto Rico
(18.47238998600045, -66.71972999299965)"
Luis Vargas Bird ,AnestesiÌ_logo,,Humacao,787-852-4700,"Hospital Ryder Memorial
#355 Calle Font Martelo
Humacao PR  00791",Puerto Rico,"Humacao, Puerto Rico
(18.151470017000463, -65.82337000899963)"
Lisandra Alcaide Molina,QuiroprÌÁctico,,Hatillo,787-805-2445,"Plaza Hostos
Carr. #2 Km 151
Bo. Algarrobo
MayagÌ_ez PR  00680",Puerto Rico,"Hatillo, Puerto Rico
(18.483049984000445, -66.82282999899962)"
Albit R. Paoli Garcia ,Dentista,,Hormigueros,787-849-0505,"Calle Jardines #5
Hormigueros, PR 00660",Puerto Rico,"Hormigueros, Puerto Rico
(18.14104002400046, -67.12240998099963)"
ClÌ_nica de Medicina FÌ_sica y Electrodiagnostico Inc ,Fisiatra,,Aguadilla ,"787-891-6560
787-891-4833","Aguadilla Medical Bldg Suite 304
Calle Progreso 2 
Aguadilla, PR 00605
Edif. Center Plex Suite 103
Carr 2 km. 133.5
Aguada, PR 00602",Puerto Rico,"Aguadilla, Puerto Rico
(18.434599981000474, -67.15518999199963)"
JW Goveo PSC Medical Services ,Terapia ,FÌ_sica ,Manati,787-854-7060,"Carr #2 Km. 46.4 
Bo. Campo Alegre 
Edif. Las Vegas 420
Manati, PR 00674",Puerto Rico,"Manati, Puerto Rico
(18.430539992000433, -66.48484999099963)"
BayamÌ_n SMH Corp DBA Hato Rey X Ray Imaging ,RadiÌ_logo,,Hato Rey,787-754-1422,"Ave. Roosevelt 156
Hato Rey, PR 00918",Puerto Rico,"Hato Rey, Puerto Rico
"
Rafael SeÌ±eriz Ortiz ,Ortopeda,,Ponce ,787-840-7533,"Torre Medica San Lucas
909 Ave. Tito Castro Suite 507
Ponce, PR 00716",Puerto Rico,"Ponce, Puerto Rico
(18.011650011000427, -66.61441997899965)"
Jorge BÌÁez Torres ,Fisiatra ,,Yauco,787-267-3933,"Vivaldi Pacheco #33 
Yauco, PR 00698",Puerto Rico,"Yauco, Puerto Rico
(18.033410023000442, -66.84844998399961)"
GM Image Guided Medicine PSC,RadiÌ_logo,,MayagÌ_ez,787-652-6011,"Hospital Bella Vista 
Carr 349 Cerro Las Mesas 
Mayaguez, PR 00680",Puerto Rico,"Mayag&uuml;ez, Puerto Rico
"
"Physician & Emergency Health Services, PSC",Fisiatra ,,Carolina,"787-760-8405
787-757-39396","Trujillo Alto PR Coop 
Cuidad Universitaria 
Ave. Periferal G-10
Centro Fisiatrico y Rehabilitacion 
Carolina Shopping Court Local 025-A
Carolina ",Puerto Rico,"Carolina, Puerto Rico
(18.442839984000443, -66.02399001499964)"
Claudino Arias Benabe,Fisiatra,"Acupuntor, Terapia FÌ_sica y 
Ocupacional ",Cayey,787-263-2736,"Calle Luis Barreras 6
Cayey, PR 00736",Puerto Rico,"Cayey, Puerto Rico
(18.114650009000457, -66.16996001699965)"
Professional Therapy Group ,Terapia ,FÌ_sica ,Carolina,787-762-4940,"Ave. Roberto Clemente 
Blq 117 A-1 Villa Carolina, PR 00985",Puerto Rico,"Carolina, Puerto Rico
(18.442839984000443, -66.02399001499964)"
Grupo Fisiatrico Villa del Carmen CSP,Fisiatra ,Terapia FÌ_sica ,Caguas ,787-743-8730,"Calle BayamÌ_n K-13
Villa Carmen 
Caguas, PR 00725",Puerto Rico,"Caguas, Puerto Rico
(18.226539990000447, -66.03746001999963)"
JosÌ© Arias BenabÌ©,Fisiatra,Terapia FÌ_sica ,Naranjito,"787-869-4747
787-859-8726","Calle Georgetti #73
Naranjito, PR 00719
Calle Bou #7 
Corozal, PR 00783",Puerto Rico,"Naranjito, Puerto Rico
(18.300909979000437, -66.24543002299964)"
Ariel Rivera Marquez ,Fisiatra ,,"Vega Alta
Cidra","787-883-1885
787-739-9898","Fisioterapia del Norte, PSC
Carr 2 Km 30.3 BO. Espinosa 
Vega Alta, PR 00692
Grupo Fisiatrico de Cidra, PSC
Carr 172 Int. Ave. El Jibaro
Cidra, PR 00739",Puerto Rico,"Vega Alta Cidra, Puerto Rico
(18.175390008000477, -66.16058001299962)"
Consolidated Radiology Complex ,RadiÌ_logo,,Caguas ,787-746-8383,"Ave. Gautier Benitez #202 
Consolidated Medical Plaza Suite 104
205, 206
Caguas, PR 00725",Puerto Rico,"Caguas, Puerto Rico
(18.226539990000447, -66.03746001999963)"
"Nancy Alicea MD, PSC",Fisiatra,,Hato Rey,787-274-0527,"ClÌ_nica Las AmÌ©ricas 
Suite 407 
Ave. Roosevelt 400
Hato Rey, PR 00918",Puerto Rico,"Hato Rey, Puerto Rico
"
Luz C. Buttler Moya ,Terapia ,FÌ_sica ,Barceloneta,"787-846-4121
787-895-4490","Carr #2 Km 5.5 Bo. Palenques 
Barceloneta, PR 00617
Carr 2 Km 100
Bo. Cocos
Quebradilla, PR 00678",Puerto Rico,"Barceloneta, Puerto Rico
(18.454409979000445, -66.53820997999964)"
Physiatry Center PSC,Fisiatra,Terapia FÌ_sica ,Cayey,"787-263-6464
787-738-3630","Calle J. de Diego 
Cayey, PR 00736
Edif. Prof. Hosp. Menonita
Suite 300
Cayey, PR 00736 ",Puerto Rico,"Cayey, Puerto Rico
(18.114650009000457, -66.16996001699965)"
Maritza Ortiz Acosta ,Psquiatra ,,MayagÌ_ez,787-856-1000,"Hosp. Metropolitano 
Yauco PR  00623",Puerto Rico,"Mayag&uuml;ez, Puerto Rico
"
Angel PÌ©rez Toro ,Fisiatra,,Caguas,787-744-3675,"Urb. Bonniville Heights
Ave. PR 1
Caguas, PR 00725",Puerto Rico,"Caguas, Puerto Rico
(18.226539990000447, -66.03746001999963)"
Nestor Cardona Aviles ,Fisiatra,,San Juan ,787-754-0725,"431 Ave. Ponce de LeÌ_n 
Suite 325
San Juan, PR 00917",Puerto Rico,"San Juan, Puerto Rico
(18.46632997800043, -66.10474000399967)"
Miguel Cardona Cancio ,Fisiatra,,San Juan ,787-754-0725,"431 Ave. Ponce de LeÌ_n 
Suite 325
San Juan, PR 00917",Puerto Rico,"San Juan, Puerto Rico
(18.46632997800043, -66.10474000399967)"
Centro de Medicina FÌ_sica y RehabilitaciÌ_n Rio Grande,Terapia,FÌ_sica,Rio Grande,787-887-2555,"Calle GarcÌ_a de la Noceda B-18
Villas de Rio Grande
Rio Grande PR  00745",Puerto Rico,"Rio Grande, Puerto Rico
(18.36151998200046, -67.23753999099966)"
Evelyn Rivera Ocasio,Fisiatra,Terapia FÌ_sica,Ponce,787-843-6282,"Calle Ferrocarril Suite 108
Santa MarÌ_a Medical Building
Ponce PR  00731",Puerto Rico,"Ponce, Puerto Rico
(18.011650011000427, -66.61441997899965)"
Javier Cerra FernÌÁndez ,Fisiatra,Acupuntor,Ponce,787-840-9170,"7106 Calle Divina Providencia
Urb. Santa MarÌ_a
Ponce PR  00717-1019",Puerto Rico,"Ponce, Puerto Rico
(18.011650011000427, -66.61441997899965)"
Esteban J. Linares Martin,Fisiatra,,Guayama,787-866-1440,"La Fuente Town Center
Suite 11137
Guayama PR  00784",Puerto Rico,"Guayama, Puerto Rico
(17.985200020000434, -66.11315001099962)"
"Centro de Terapia FÌ_sica y Medicina Deportiva, Bella Vista Inc.",Terapia,FÌ_sica,BayamÌ_n,787-279-1496,"Suite 14-A Carr. 167
Centro Comercial Bella Vista Gardens
BayamÌ_n PR  00957",Puerto Rico,"Bayam&oacute;n, Puerto Rico
"
Fisioterapia del Norte ,Terapia ,FÌ_sica ,Vega Alta ,787-883-1885,"Carr #2 Km 30.3 Bo. Espinosa 
Vega Alta, PR 00692",Puerto Rico,"Vega Alta, Puerto Rico
(18.412209980000455, -66.33177998699966)"
Genesis Anesthesia Services,AnestesiÌ_logo,,MayagÌ_ez,787-805-1818,"Hospital Bella Vista 1er Piso 
Carr 349 Km 2.7 Bo. Cerro Las Mesas 
Mayaguez, PR 00680",Puerto Rico,"Mayag&uuml;ez, Puerto Rico
"
"Fajardo Imaging MRI, CSP",RadiÌ_logo,,RÌ_o Grande,787-888-4646,"Ave. Agustin PÌ©rez Andino 
B-30 Villas de RÌ_o Grande 
RÌ_o Grande, PR 00745",Puerto Rico,"R&iacute;o Grande, Puerto Rico
"
